locality,country,stateprovince,county,uuid
sr 850 nw of immokalee ne of corkscrew sanctuary,united states,florida,collier,8aeb3689-98e3-4c9a-b141-151080148518
n/a,united states,florida,hendry,4854ce0d-eaa2-48f6-b53c-75891bc1358f
big cypress national preserve; raccoon point,united states,florida,collier,de71ddd3-c3cc-42f9-99a5-94056c85b880
"bear island, se section, 0.75 miles s of cinder block house, 2 miles from check station",united states,florida,collier,b8972141-ab5c-4935-9dae-3321dea21520
"okaloacoochee slough state forest, 1.2 kilometers  n of cr 832 at the fire tower.",united states,florida,hendry,02ef47a5-085e-4489-a27b-f0764d6344e3
"cr 846, 4 miles e of county line road, 1 miles e of power line",united states,florida,hendry,c6e4540c-663b-456a-bed4-dfdd9268c6e0
"fpnwr, 0.2 miles n of i-75, between rest area and lucky lake strand",united states,florida,collier,3354dbe4-6d89-4239-897a-f56a77fbb67c
"cr 833, 1.7 miles n of cr 846 intersection",united states,florida,hendry,cc2404c5-0ad8-44f5-8fe4-e8c97b7a82cf
"big cypress national park, addition lands",united states,florida,collier,8e32edfb-5b25-48f6-a124-1090e32d78b1
"sr 29, 0.8 mi n of wagon wheel road",united states,florida,collier,93b33c98-8733-4c91-ba81-9ee8924aa02c
in median just s of west bound lanes; i-75 near mile marker 98,united states,florida,collier,3f5b906a-ee3d-4683-ae16-3380fc578967
us 41,united states,florida,collier,21411ce0-5d4a-4ab7-aefd-114509767524
corkscrew road; just e of underpass (e of alico road),united states,florida,lee,bdb3ab23-1a2f-4ae7-ae5a-4cef0c4251c4
i-4 westbound lane between mile markers 60 and 61,united states,florida,osceola,cd61daea-51c3-49a9-9817-d55d49d02c65
gw cattle camp,united states,florida,hendry,b6fdeb2e-1dda-4706-9092-dca400be7c5a
"sr 29, 2-3 miles south of panther pass",united states,florida,collier,b2d63baf-ed18-47c8-899f-d1883fe3f39e
cr 846 ~1/4 mile n of collier co. fairgrounds; found on w side of road,united states,florida,collier,7cb8ee1b-1f80-4596-90ad-4041c42df957
sr 29 ~ 3.7 km south of farm workers village,united states,florida,collier,217c9b7a-fd82-4043-a943-b2375ae4a55e
"just n of shell island road, rookery bay, 200 feet west of entrance gate",united states,florida,collier,e232401c-099d-4dcc-8af5-b6680575ad3a
"s bound lane of fl turnpike, just n of mm 190, r shoulder",united states,florida,indian river,b4111896-4403-4164-8c72-d7f10b1fb725
"sr 29, s of immokalee, 3.9 km s of main entrance to farm workers village, 2.9 km n of owl hammock bend",united states,florida,collier,4aa45959-6b11-41f2-88d3-d5f072dc1cd3
belle meade area; 1.5 mi e of county rd. 951,united states,florida,collier,21f9b032-f3d5-475e-9b62-a1bc9e7fd0df
swan lake prairie,united states,florida,collier,e6e48d2d-0a13-4329-af61-b9c12f289c88
orange river road between river grove lane and williamson road,united states,florida,lee,79431f8f-2ae7-4db7-8841-0aea8666d09c
"us 41, 2.4 km w of oasis",united states,florida,collier,81f940cc-a143-4703-817f-e2fe236ada31
,united states,oregon,,111308ae-16e1-4c54-bca2-acd3beaad857
,united states,utah,,ef7053d7-db34-4b33-a1cf-66c52e2dbcc4
"chihuahua, colonia garcia",mexico,,,ca4c3d44-f061-4991-94b6-1c7567beb08a
orondo,united states,washington,douglas county,02a4a1ba-3665-4198-b28e-b914342bbbdc
cuyutlan,mexico,colima,armería,b86ca782-4d08-48e0-8ab8-bb55539ce58c
"padilla, 9.5 mi sw of",mexico,tamaulipas,,7fb5174f-28a4-4596-9007-fbe060e82480
"las cruces, 35 mi ne, san andres mountains",united states,new mexico,dona ana county,6a48e4e4-783c-444e-b727-1352dcbef7ec
kuitaro river,guyana,,,74c0e91a-a386-40f4-aecb-8c6a2248ae06
graham mountains,united states,arizona,graham county,2b51479c-54bf-4e87-8528-713779bbd1e4
prairie mer rouge,united states,louisiana,morehouse parish,c97125e9-5f62-4ca0-aa54-a89d36b092f6
st george,united states,utah,washington co,55a88122-fde8-4c3b-9bf1-c8c6b362e873
chiricahua mts,united states,arizona,cochise co,759e402a-62dc-41a9-b8ac-91badae32cf3
"sr 29, 2.4 km n of oilwell grade road",united states,florida,collier,f4c86011-0bdf-403d-a773-d740b7a54b39
chiricahua mts,united states,arizona,cochise co,915150cc-f449-4b1e-bf7d-c36ae5ab1970
shell creek range,united states,nevada,white pine co,2c513fb4-5b21-4513-8b90-d893651f00de
"la libertad, 15 km se of; toocog",guatemala,peten,,5d0099bd-c5dc-485e-b7dc-751c16ed30df
no specific locality recorded,,,,1be2321f-72ea-4151-ad3c-3901c620da6c
rio gallegos,argentina,santa cruz,,0b5d2986-181d-42ae-bd20-d5e1c5e82ab5
recent element collection,,,,149640da-9cf9-4a31-a410-0a5276a9ac7d
recent element collection,,,,4eb092a1-1c8f-43a5-abdc-9f527aff142e
brush camp ridge,united states,california,lake co,b4bad19e-2ca3-4f81-9841-eb0738f4b54d
"fakahatchee strand state preserve; 2 miles w of state prison, 1 mile n of jane's scenic drive (east of east main)",united states,florida,collier,a2129910-4a34-417c-bc94-7d115033e24e
"sw corner hendry co. , 6 miles e of the intersection of sr 858 & sr 29, 3 miles e of prison",united states,florida,hendry,bc6b8314-86eb-450f-beb8-2734a30ae1e4
addition lands n of alligator alley in big cypress national preserve,united states,florida,collier,3193d6c8-d9b3-4409-9da3-b35082264b55
big cypress seminole indian reservation,united states,florida,hendry,f0550bd9-1f13-40eb-bcc7-b17366f193d8
"big cypress seminole indian reservation, 2 miles n on cr 833",united states,florida,hendry,bdf4ba1c-ad86-4dfa-af1b-75d2785be7b0
"us 27, near terrytown",united states,florida,palm beach,9d7b04e0-174a-4999-bbeb-2bb49e8e10c6
200 meters s of cr 846; about 6 miles e  of immokalee,united states,florida,collier,31e9b5e2-d8a0-4c72-bc78-0ab2e34e445d
sr 29 10 miles s of i-75; 0.5 miles n of jerome,united states,florida,collier,8a68b6b0-d5cf-488e-8c5d-96429374e60b
5.5 miles e  of sr 29 on cr 832,united states,florida,hendry,12432c07-bbdf-4c2b-9694-37dd35891710
gopher ridge road,united states,florida,collier,91d7804f-5f15-4b0f-aa37-a8fdf4da4869
sr 29 just s of the entrance to suniland mine.,united states,florida,collier,8243eb73-d69d-4714-b078-27975f5666a5
"1.5 kilometers  se of pad-3, raccoon point, corn dance unit in big cypress national park",united states,florida,collier,38212e7c-5b79-4718-afb9-97978af415c3
florida panther national wildlife refuge,united states,florida,collier,9ad8eeb8-b5b2-4fc2-8bc4-823a70697112
"sr 29, 1.5 mi north of cr 858",united states,florida,collier,46c27a4e-79d1-493c-9029-4c9ad4b42697
"east crossing strand (5.3 km south of i-75, 5.7 km east of turner river road)",united states,florida,collier,f5fb20bb-2b81-4911-8d24-3e4a8aa3499f
"okaloacoochee slough on sick island, 2.2 miles south of cr 832 & 1.1 mile east of railroad grade",united states,florida,hendry,bfa0c6f2-3801-46b3-869b-e6219448a401
ok slough state forest,united states,florida,hendry,48cbd9cb-d48f-49ab-82b5-4f58a34356b8
crew ~ 1 mi s of corkscrew road; 200 m e of bella farm,united states,florida,lee,c8dbdcce-cd97-4ea4-9ce8-a28b12ad06c6
us 41 e of cr 951,united states,florida,collier,5c9416df-4bac-48c7-8e4e-baaf09a33fe2
sr 29,united states,florida,collier,aa48afda-fa66-4bea-ac3a-763d528afca2
"collier enterprise, horse trial grounds; n 1/4 mi n of cr 858, 1/2 mi w of sr 29",united states,florida,collier,7138399d-dec3-48e6-b545-73bf0f55fd5f
"flint pen strand, just e of bonita grande aggregates rock pit at n end",united states,florida,lee,ca3c3f99-134b-42ea-936d-7ad333e3adc5
"big cypress seminole indian reservation, hunting adventures area (game pen)",united states,florida,hendry,08be5b9c-412c-4c55-9d11-05c9cb9e087e
"sr 82, 3.8 km west of sr 29",united states,florida,collier,f1d45780-bf2a-4742-83c4-719d95aaec74
big cypress national park: corn dance unit,united states,florida,collier,b474a994-1244-4663-a57d-2d7d3486c380
"cr 833, ~ 1.5 mi e of cr 846",united states,florida,hendry,f9de0d38-eac5-49e5-a8bf-16ee8b73a9b3
near big cypress seminole indian reservation game pens,united states,florida,hendry,371272b0-8b8d-44a7-9a4d-0da25f793afc
turner valley,canada,alberta,,cc15746a-1152-4e2e-9b89-386e8534dded
pacuare,costa rica,,,f9544ef4-3c94-4ea7-b043-d2ac33a3b541
"black gap mgmt area, 55 mi se marathon (15 mi below mouth maravillas)",united states,texas,brewster,5ceac83c-7833-4c7c-9325-7c9dc766c2a7
"upper gage town, 1 mi w of swan creek",canada,new brunswick,sunbury,8108afa7-a12f-4506-89ef-0ea6a27dc900
"panther creek, near",united states,california,amador co,f28bb9cc-f63c-4e4c-afbe-4653b4235a54
kuitaro river area,guyana,,,8d940363-fc16-4d7f-87d5-f85c6edc912a
recent element collection,,,,74d41852-b25b-43ed-9b5e-ed5457fb0b51
kaslo,canada,british columbia,kootenay boundary,c469d1f9-e709-4da3-913a-bf1cbb53af62
"chihuahua, chuechupa",mexico,,,54d51e06-0181-4b6d-98b2-68e9e0ab4f66
,united states,montana,,c5b19ff7-cfbf-42c0-8538-259229930426
,united states,wyoming,niobrara county,cb5a854d-b819-4acc-9197-90e8f857454d
unspecified,,,,5d2a3c50-792c-4d33-879e-b721e0ea5fc8
white mts,united states,arizona,apache co,68d06fe4-6a66-48c6-b500-3c1508463935
san mateo mts,united states,new mexico,socorro co,bec17710-5579-4ea6-a4ed-d8074f79a3fc
,locality unknown,,,63a157a6-2eae-43c9-bb90-b69b843476e2
matamoras,mexico,tamaulipas,,c250cde1-5e8f-4849-bb44-4937054f425c
found dor on i-75 (alligator alley) at mile marker 98,united states,florida,collier county,927ec915-fc12-4e5e-afa7-bf8d079bdd13
safford,united states,arizona,,93ce7ac6-7007-4fad-95d4-81d9260b9f97
,locality unknown,,,08c2d40a-1c2c-4409-819c-24b62e337385
,,,,9e31287d-6f22-4024-8180-98d3bee85fbd
,locality unknown,,,4c26e065-4916-48d4-9e91-066b32ddec0d
,,,,4d847a2e-c3c9-4e26-b759-b0e63b847df2
"blue, near",united states,arizona,,013cb771-5db1-490d-8355-d4f28b8f53dd
"kootnay, sheep creek hot spings",canada,british columbia,,452135ca-f6a2-4a86-b2ca-56129ae6d31c
"blue, near",united states,arizona,,d1fa0ce5-3d34-4298-9cf1-95305ff823d2
,locality unknown,,,3ce0e846-6b02-450d-b8ec-07b962b27643
columbia valley,canada,british columbia,,ff0a435d-c973-4c96-b604-428babec38ca
,locality unknown,,,5a762057-717d-4739-84f8-a57a2e8e789d
puerto asis,colombia,putumayo,,4f486049-9638-4b0b-a09f-eea01fd4daf8
"blue, near",united states,arizona,,5c6200af-4aca-4456-ae3d-fada950eed3e
,locality unknown,,,ef594261-cc6f-44a1-a9ab-d70c306326d0
,locality unknown,,,a5984f20-8167-4719-bd05-dbcbf59bea4f
,united states,washington,okanogan,c02bb6f8-8ad6-4272-a26c-5e8a256fa5ed
banff,canada,alberta,banff national park,0a441172-24a4-40f6-ade8-177dea4ab214
las vegas mtns,united states,new mexico,,5174901e-bf3e-4ed6-928f-7fe59f0d5d2c
"black gap, 55 mi se marathon",united states,texas,brewster,519b6c56-0039-4769-bb1b-a925b80b0612
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,0ec8f2d7-ff3c-4174-86d2-b974535d8a6a
no locality,united states,arizona,,057caaa3-771b-42c7-8689-08d346c81c45
los peiles,mexico,,,9f9adc5d-49a3-44cd-86b3-e05c306a9982
n of lake okeechobee,united states,florida,okeechobee co,95a6200f-5a89-4337-976e-74be32fd0719
,,,,0c1ed2ef-d552-4a96-bd8f-b1c5c2409aec
no locality,united states,colorado,,5fe09ea3-a309-4344-8e0e-4194a3bda00f
recent element collection,,,,63379381-0665-4950-aba4-d7bd89407ca2
,,,,3cb84724-7bf5-493e-a40e-a8c21ec1a3a6
unspecified,united states,california,,46a8eda4-2a25-4bd2-b89c-a65ae943cf34
las vegas mtns,united states,new mexico,,4805c5bb-749e-4b5f-a747-a9ca02897abf
recent element collection,,,,48101a4c-7f71-423c-a8a1-59bc1914990e
"racoon pt. big cypress, on 11 miles road, 8 miles n of hwy 41; last capture shark valley, enp in slue",united states,florida,collier,0bda92e1-8be5-476e-8892-58452d12b4cf
"black canyon, gila national forest",united states,new mexico,,74431765-829b-4e5d-bfce-a6b5ca1960ae
recent element collection,,,,fe463175-507d-48a5-9b9c-ad7f9fb6d3a7
,,,,19add918-e601-472e-8df8-008dc782a204
olympic mountains,united states,washington,,283bf665-36fa-4a5b-9008-7a2b7c69de10
"gila national forest, sapillo",united states,new mexico,,169b842d-87f6-4672-a5cd-42ba7e5147e7
"white mountains, blue river",united states,arizona,,cee7141b-3b20-4940-9aae-2e452f5b4311
"dadanawa ranch, 20 mi e",guyana,upper takutu-upper essequibo,,b23bd68a-aa84-492f-9207-f3319418f2ef
dadanawa,guyana,upper takutu-upper essequibo,,17295a66-eb1f-470b-8a7a-014b16d2038d
"roche river, tributary of similkameen river",canada,british columbia,,14561166-61cd-4ef5-b78b-f22cd858b8ae
,united states,new york,essex county,7b1748d2-d0aa-46c9-91d4-a6f4c7ecca88
gila national forest,united states,new mexico,,86f6a12b-e3fa-451b-b577-43a024bbf965
boise national forest,united states,idaho,,6f88d8b7-d286-4fbb-a1ca-0f415c05e8bd
"blue, near",united states,arizona,,a117a616-febf-4440-8634-fd535e50c7dd
,,,,c0ce5305-3f57-46b0-b950-270464710f04
clifton,united states,arizona,,ef663184-ab35-44e7-ac06-7aa11bf070e5
"rio cesar, opposite el orinoco",colombia,cesar,valledupar district,a9671c63-e990-43ad-bf8b-a4e71e4784a3
"vancouver island, within 20 mi of victoria, b. c.",canada,british columbia,,e8095646-ff78-4af1-b4ba-052a2f2451cf
unspecified,united states,california,,8dfe000e-7984-4446-b3f9-90b785ca3324
recent element collection,,,,a3e1c4b7-b172-4772-a3be-965fdd2b3680
,,,,e4525a90-c14c-478e-956d-775d2b6da383
,,,,cd5ff8e5-14a7-4a3e-9a29-c357e2c675f4
,united states,utah,,17f21103-6508-4d47-a5b0-33d649c1e847
duluth,united states,minnesota,st. louis,4fd76e02-6c02-4892-b218-29ac4843ab80
no specific locality,,,,01905bf2-1ed0-4210-b39f-58b341541e93
no other data,united states,washington,chelan county,72c9fac3-6b15-4b5f-9ecd-06f592268e2e
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,2ed4d80c-c08e-4943-96de-0d4992d7153b
recent element collection,,,,f54354cc-4a2d-4e5e-b599-404ec523eef8
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,d999f96e-38c7-408d-9152-0919392766c7
found dead on sr 29 near sears road,united states,florida,hendry county,1ec69382-adef-459f-8fd3-f351a0c7a42a
"i-75 1/2 mi w snake road, dead on road",united states,florida,broward county,85e71a64-bc95-4d0a-ac65-8690835b1ec8
capps 40 miles s tallahassee,united states,florida,jefferson,775a921d-8054-41f5-98bf-1e33c5dc237d
km 655 trans-chaco; teniente enciso,paraguay,boquerón,,5f049492-ab76-4999-909e-0e23f77a597a
"vancouver island, within 20 mi of victoria, b. c.",canada,british columbia,,159c4a47-09a8-4861-b99a-aa605625ef26
"blue, near",united states,arizona,,14981f3b-fafe-455e-95e2-2cf7217b606f
,locality unknown,,,8d3fe67c-7925-4e0f-94e5-20d99632ee4e
las vegas mtns,united states,new mexico,,fb039c1b-fc14-4266-9788-360bcb4548eb
"blue, near",united states,arizona,,789a79bc-56fd-43eb-a014-17ed8d40f146
canyon city,united states,colorado,,676cb4ab-3ade-4f1b-98bf-727a42203a76
"minnesota, nw corner of state near north dakota",united states,minnesota,,c721b3b5-0afb-44be-9e34-0e66c63e38f5
cypress hills,canada,alberta,,bccf3a7f-0b47-47e8-84bf-d46c1c39ecb5
no specific locality.,,,,c33c9d87-3635-4474-9cb7-072846f9bc48
colonia garcia,mexico,chihuahua,,be9c456b-5364-466a-861c-b244ed51e105
n of lake okeechobee,united states,florida,okeechobee co,919d3656-bec3-4408-8846-383103600e34
everglades wonder gardens,united states,florida,lee,4867d58a-bd28-497c-9890-ac6ce089d295
seminole indian reservation  near bingo hall,united states,florida,collier,09b01551-6537-4806-8b96-47e66619df2c
s of rock springs is.; 4 miles w of hwy 29 & co. r 858; found nw of refuge boundary,united states,florida,collier,b527a0d2-1475-4ed3-b393-76e9d77f035e
"blue, near",united states,arizona,,793fe74e-f622-4bb9-a7f7-8c155dd62d53
green valley,united states,wyoming,,a3d0c538-906a-49ce-bee0-4001724ab6ce
"50 mi se marathon, maravillas cr",united states,texas,brewster,7d2bd4a1-ab2f-4c2a-ba9c-cafedf95f3d2
golden gate boulevard between 5th and 7th street nw,united states,florida,collier county,8a86e188-d581-4a8f-8039-7ea529f0a21a
matamoras,mexico,tamaulipas,,cca67535-585c-4223-b245-d004cf40cf18
,united states,utah,,c78ec187-e093-4ac9-9b91-cf82da5381d8
no specific locality recorded,united states,california,,781966ae-1932-484f-9371-2a074d0e0a1f
"blue, near",united states,arizona,,decb3539-623a-477f-8b30-a34b7194c58b
"rock island, 15 mi s of; phoenix dairy pasture",united states,texas,colorado co,f9c7bdcc-1aaa-4a83-836e-0e7847f70509
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,e89db209-b009-4054-9666-0b66c897c3c1
unspecified,united states,california,,72b1f794-9e3a-476a-85c1-5ecc59fdbae8
,,,,07303018-67e4-46f6-8e10-069688562e29
,,,,0d2d569f-9309-4dbc-93aa-efb83a59a0ce
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,4bd0c1c8-7c52-4759-92e3-3d50b591620a
iquitos,peru,loreto,maynas,44b14f4c-5d06-4396-aa2d-4d8a91a88267
km 655; teniente enciso,paraguay,boquerón,,6a34b47c-5b1a-4797-8dbd-a5fcef28f625
19 km n of filadelfia; estancia iparoma,paraguay,boquerón,,9ea94125-e215-47d6-9811-11669bfb5327
"banff, 50 mi nw, clearwater river",canada,alberta,,b3b5352f-a80c-4146-b069-eb3de6d31bc9
colonia garcia,mexico,chihuahua,,d016d8a2-dfaf-471f-bc9a-e71dbd804e52
"highway 29, 200 yds n alligator alley, fakahatchee strand",united states,florida,collier,cb4ded5c-fa71-43f8-8d48-257de560a82c
graham mountains,united states,arizona,,58741140-a2fb-46ab-b02c-c43d0d77ac82
gila national forest,united states,new mexico,,ff3ee582-3bc8-4745-ad6c-3b6b54213dae
teniente ochoa,paraguay,boquerón,,ec4234ae-b040-4a96-bb2b-2f1c9d9a68f4
"black gap mgmt area, 55 mi se marathon (15 mi below mouth maravillas)",united states,texas,brewster,f27c68e8-a66b-4819-833c-1ef1a88ddcd8
"ruawau river, rau wau",guyana,upper takutu-upper essequibo,,d0230bfa-436f-469f-8f10-ad41701c7da1
"encountrados, 60 km wnw of encotrados, boca del riode oro",venezuela,zulia,,d1ea0bfb-9b90-434d-b5af-e9e6789d0624
gamboa,panama,canal zone,,ac09772e-142d-4b66-bd1b-f238f499c767
"idaho line, near snake river",united states,oregon,,dd358d5d-b6eb-4153-b1d9-9f4118a20e12
,,,,e35bc2d1-a150-4f11-bca8-e01267720d61
,,,,c11db3b9-2ef5-4396-a1f1-b72776f838ee
unspecified,united states,california,,384da670-ed5f-46f9-a83d-f1ff60839cab
dollar mountain,united states,washington,,ec2b0679-7060-4751-b4cd-3a6a6d164530
recent element collection,,,,90fd07fc-ca3d-45ee-b207-6e11e660a5c3
"alligator alley, mile marker 16",united states,florida,collier,6fbd5fa2-f6d7-41ce-849e-5b69adf77d80
2 - 3miles 41 e side of end. no of grossmans ridge; e side of everglades,united states,florida,dade,a1437448-9476-43e1-b667-288a8a3d43e1
n/a,united states,texas,,632e06b9-018f-45e7-8baf-5a013e50f85f
colonia garcia,mexico,chihuahua,,bbba3b75-dc45-4b4d-ae96-429021081d4f
orleans,united states,california,humboldt,049d65ea-24c4-48eb-85d3-5b0ede6e4f64
jueniult lake,united states,washington,,6cc6c100-a390-4cc8-852d-9374c1facdc2
,united states,montana,,6d0895d9-5207-40ff-9d40-bd99d1c791d5
"cr850, by corkscrew regional ecosystem watershed marsh trailhead 1",united states,florida,collier county,fe3b7cbc-f9dc-4183-9ce8-360774ed9502
lee county port authority,united states,florida,lee county,fe4802ad-44f9-4b38-a479-0925b898382b
"vancouver island, within 20 mi of victoria, b. c.",canada,british columbia,,9d97b599-e059-4881-a879-4cc87d91df2f
st. road 29 near sunniland,united states,florida,collier,3baf653b-0682-4868-b618-f2ff33557866
big cypress; died in captivity,united states,florida,collier,fc4ed6c3-3dc0-4c3b-92c9-f45d762996b0
"starvation canyon, vermejo park ranch",united states,new mexico,colfax,dac0e4ce-152d-4332-917c-7b6047060e00
n/a,united states,florida,,02987c2f-d522-4625-9d98-f0a11c9636ae
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,dc08de86-4b11-4b52-b0db-4afe64ff838b
"county barn road, 0.3 mi s of david blvd",united states,florida,collier county,3d25be14-1cc7-46a6-a77f-cecdc8762ac2
cibecue,united states,arizona,,720a203e-ddd8-4a8c-9b50-b70f77fbd418
"blue, near",united states,arizona,,2a256cba-d382-4cf7-af30-68f048869ff3
gallego,mexico,chihuahua,,92579719-de2c-4c31-96b2-c1dab835afcb
"humptulips, near",united states,washington,,f61e7e16-6e1b-4e79-96a1-341c2a60107c
,locality unknown,,,25ee7674-4b20-4734-871d-25deb9820734
"blue, near",united states,arizona,,c5df2764-8695-46dd-b09a-6cd5bfe1cb19
no locality,united states,colorado,,b99b6df7-ea40-44da-a78e-3a2a40a95ff7
las vegas mtns,united states,new mexico,,a3df226e-4047-431d-90d7-23184290029d
colorado river,mexico,baja california,,dd3cd7f8-7e2c-44d7-9d91-d849ed3606c1
camp verde,united states,arizona,yavapai,89687a6c-9c50-49fa-8876-2d803f28fd33
puget sound,united states,oregon,,f7f4a305-bd25-4896-b752-1c977e14f4ca
"blue, near",united states,arizona,,3455e7da-e18f-4b47-9df4-a5dee73c796e
,locality unknown,,,408510ff-1485-427f-87af-773fc125b629
colonia garcia,mexico,chihuahua,,30ed1832-9eb1-44fb-8697-69517edba354
unspecified,united states,california,,d7e4d750-4b2c-41d3-b05a-5f6b87fc9862
no specific locality recorded,,,,b3346971-2911-4004-94b2-febc8995427b
recent element collection,,,,14f56b73-540b-4d7a-a1f9-a74219c835d4
gila river,united states,new mexico,grant,150769cc-626d-4b4a-bdd7-2c30a2c26c97
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,0d9c023e-1769-455c-949e-3f86824f898a
puerto montt,chile,los lagos,llanquihue,3df9166a-e899-451f-9a94-f59067a8ed0e
,,,,5eed9aaf-e60f-406a-bcef-e84365f65c3c
san elziani,united states,texas,,81dd3f6a-b06a-4c80-919b-ca00ebca0371
argentina,,,,dd391970-c346-4b23-91be-dc7e8290c636
canyon city,united states,colorado,,77102ccd-82b0-41c0-8ab1-b6a78172eefd
"diamond creek, gila national forest",united states,new mexico,,78d8d24d-6282-415f-882c-01c0617e2755
"dadanawa, 20 mi e",guyana,upper takutu-upper essequibo,,e731e1b0-8b41-4f14-bd71-716bb8afcde6
,united states,california,lake county,366f5dab-9932-4693-a4be-77041f792da0
fort union,united states,nebraska,,4acd71c3-c19d-4116-9403-f6ae3d713970
colonia garcia,mexico,chihuahua,,304284ab-b665-410c-a4de-44cfb939b617
,,,,1ebf6ce4-0643-4474-9fef-e9e2bf551385
no specific locality recorded,united states,washington,chelan county,be4e8153-eee2-4ed9-a3e6-d633a0833d39
"found dead on i-75 (alligator alley, mile marker 96)",united states,florida,collier county,8ba2c361-6236-4f6a-9402-05a25e0ba686
"big cypress national preserve; 2 miles e of turkey foot, 17.1 miles n of oasis",united states,florida,collier,726b16bb-423e-4543-8e98-84c6d642fa3d
"starvation canyon, vermejo park ranch",united states,new mexico,colfax,2836c3c4-6230-4c77-926c-0bbf8557b4b2
matamoras,mexico,tamaulipas,,a4ff07a2-ca21-4be9-aeca-a654f051f4e1
"corkscrew regional ecosystem watershed, flint pen strand, 1 mi s corkscrew road, near bella terra",united states,florida,collier county,a1ca9046-1d0f-4267-ae1a-aaec245eab43
las vegas mtns,united states,new mexico,,cbb09da7-cdc9-40b1-833c-ed680a3801e5
mimbres,united states,new mexico,,2f1733e2-e940-450f-8b27-dc63fe2d731b
"bear lodge mountains, w side of; head of bear creek",united states,wyoming,,d4a3274d-4e8c-4cc7-8a6e-919e72d0eac7
gila national forest,united states,new mexico,,5915115d-f7c6-41c7-beda-457f67622f9a
near saratoga,united states,wyoming,carbon,64547e83-288d-4adc-9b4e-da379b41d6e8
,united states,florida,collier co,c9c60dca-5cb4-4572-b977-f984e3bd5d23
n of lake okeechobee,united states,florida,okeechobee co,fc384c07-3947-46a7-b43d-07320b189603
n of lake okeechobee,united states,florida,okeechobee co,4fcad678-bd97-4ea2-ad98-d5165aa5fc83
,united states,utah,,71308a25-c6b6-47be-b923-4d763b222ceb
ely cave,united states,virginia,lee,2e283d6e-a68a-4441-a5d8-9bc0d9ce363c
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,6ab4ccfb-f0c3-45e1-b9f5-8014ea846af4
billings,united states,montana,yellowstone,81c8cd8f-6864-446d-bbbb-961fcaef4a26
vancouver island,canada,british columbia,,361905ef-ddb2-4b61-8078-17021c9e1283
seminole indian reservation,united states,florida,hendry county,841d1e29-c218-4ced-9118-74b55b54752e
boquillas,united states,texas,,38c06177-5558-4806-9de5-c845b7a65bb3
pine valley mountains,united states,utah,,7b530d33-e31b-4c7f-a54b-8719dcc69941
fort umpque,united states,oregon,,9c0cd31f-3d58-499b-81ae-8a9c033373fd
,united states,new york,essex county,ac278726-9e1f-44c0-a646-af430238d806
"meldrum creek, w of williams lake",canada,british columbia,,ee770566-5991-4257-8593-c7f0435332c7
,guatemala,,,5b1ffd3a-6cdc-423f-846a-43c0168ff501
tarapaca,chile,tarapaca,,386d4949-8b2d-4419-9033-9ba1234bd4e6
"blue, near",united states,arizona,,7db20b3f-1d14-4569-b422-7fd74967d712
miami,united states,florida,,391faae9-29ac-4b89-916e-efd2b69ecd6d
"san francisco, 2 mi s, 5 mi w of",mexico,chihuahua,,4ee6efe6-e5b0-4f31-8e69-d65f91995330
recent element collection,,,,70b71495-4d01-480c-a1c6-9d5286c9bdb4
recent element collection,,,,5b1ab4c5-7fd8-42c9-a589-4927bb11c39d
no specific locality,united states,texas,brewster,ef0776fd-5e7a-4380-beb1-ba583d2122e1
jasper,canada,alberta,jasper national park,7b922ac8-2061-40f2-abd6-b79e37e4bca3
,,,,9461ad04-a945-4501-9e8a-6a90ad2cf96b
no specific locality recorded,united states,,,99ae2d1b-8dc6-43ae-be65-342b32bca28d
,united states,connecticut,new haven county,8eb90835-b559-4875-9f8b-6146b0a6548c
corkscrew road near gate 5 of corkscrew regional ecosystem wtaershed wildlife and environmental area,united states,florida,collier county,39f1fd3c-6fee-46f0-a1a9-314b656f2be5
"found dead on i-75 (alligator alley, mile marker 117)",united states,florida,lee county,668fec8d-4932-4a91-bdf5-1cdea4bdbc9b
corbett management area,united states,florida,palm beach,52f1e28d-ea4b-47f9-8fcc-6daafda4e543
"w of shark river, enp, 15 miles nw enp research station",united states,florida,monroe,65f2e341-00d8-411c-b278-a2633791000b
"big cypress national park, additional lands e  of levee 28, interceptor canal",united states,florida,collier,372a639b-f2cd-47fd-ac21-b757338fc8ce
"on cr 846, 4.5 miles e  of sr 29",united states,florida,collier,8f1a287a-9bbf-44c3-8458-0a00519fd81f
"found dead on edge of pine island, bcnp, 1 km e of turner river rd, 1.5 km n of hwy 41",united states,florida,collier,e23b21d5-6e67-42ef-91b0-f42b18159811
"ruawau river, rau wau",guyana,upper takutu-upper essequibo,,1d2e551d-a8bb-45fa-a6eb-22634c1a32ea
"valpariso, vicinity of",chile,valparaiso,,86de1c6c-900e-4abf-addd-1d4366573c83
